Region and State;Total;Inter-governmental;total.1;elementary and secondary education;Higher education;Public Welfare;Health and Hospitals;Highways;Police;all other;Exhibit personal Income (millions);year
South Carolina;20,441821;0;20,441821;4,5052706;2,1716694;3,646382;3,7469112;0,74510654;0,63633368;4,9901479;170227,2;2013
Tennessee;16,513155;0;16,513155;3,4803132;1,4305022;4,0446538;1,5752443;0,9306571;0,67490599;4,3768783;256016,1;2013
Virginia;16,080425;0,0003254;16,080099;3,8449252;1,9134875;2,657328;1,4771542;1,0436463;0,53506958;4,6084885;403198,4;2013
West Virginia;22,653231;0;22,653231;4,8880142;2,5991649;5,3926233;1,119787;1,8262792;0,55674307;6,2706197;64785;2013
Southwest;16,655938;0,00333638;16,652602;3,7598511;2,1529174;3,0279936;1,6166317;1,1055788;0,62369305;4,3659364;1642078,9;2013
Arizona;17,365805;0;17,365805;3,0711825;2,0889696;3,4342598;1,4530425;0,93457481;0,84141672;5,5423593;242856;2013
New Mexico;24,591229;0;24,591229;4,7253258;3,1776944;5,4840552;2,286295;1,4605006;0,88758393;6,5697739;73437,9;2013
Oklahoma;16,504684;0,03299101;16,471693;3,4332147;2,0048204;3,8650738;1,3032679;1,3340694;0,53385153;3,9973956;166063,4;2013
Texas;16,026452;0;16,026452;3,8896989;2,1226224;2,6675273;1,6533545;1,0861954;0,57425386;4,0328;1159721,6;2013
Rocky Mountain;18,31415;0,00190997;18,31224;3,6819247;2,2289166;2,8452445;1,7402156;1,3483449;0,66547985;5,8021137;485557,6;2013
Colorado;16,223225;0,00120546;16,22202;3,288335;1,8703815;2,363028;1,5317881;1,0054801;0,65633685;5,50667;249281,6;2013
Idaho;18,854845;0;18,854845;3,281808;1,7930656;4,1528413;1,7280483;1,4916941;0,68666039;5,7207272;58338,3;2013
Montana;19,378404;0;19,378404;4,0289189;1,9885587;3,4130469;1,2371319;2,0890208;0,73189377;5,8898327;40720,8;2013
Utah;20,225961;0;20,225961;4,196552;3,3554708;3,1001331;1,5805409;1,4834023;0,63695405;5,8729076;106427,3;2013
Wyoming;26,202516;0,02036077;26,182156;5,3888813;2,3813853;2,6398589;4,6680438;2,4062476;0,71013914;7,9875997;30789,6;2013
Far West [2];18,874891;0,11178052;18,763111;3,4442261;1,8476642;3,3738941;2,0737042;1,0480374;0,76560703;6,2099779;2488742,3;2013
California;19,020943;0,14714729;18,873795;3,4055662;1,8268881;3,5585578;2,0614507;0,9676414;0,79999254;6,2536987;1886376,6;2013
Nevada;16,340393;0,00162578;16,338767;3,5342895;1,1222382;1,9021568;1,1561009;1,536736;0,99840906;6,0888367;109055,1;2013
Oregon;22,67623;0;22,67623;3,7592254;2,597054;4,0288806;2,5989995;1,2813544;0,71430164;7,696415;156977,1;2013
Washington;17,103344;0,00130941;17,102035;3,4848334;1,8496442;2,5096846;2,1947885;1,2315954;0,52121124;5,3102774;336333,5;2013
Alaska;34,53248;0;34,53248;6,386832;2,5365689;5,1541965;1,7698915;3,6271903;0,96529034;14,09251;38859,5;2013
Hawaii;19,884267;0,00060332;19,883664;2,9447649;2,2281566;3,4487401;1,7102355;1,0901391;0,60725939;7,8543684;63316,6;2013
United States ;0,18544623;0,00028295;0,18516328;0,0402966;0,01850609;0,03482231;0,01723518;0,01139404;0,00692051;0,05598855;13998383;2012
New England;16,590197;0,00356883;16,586628;3,9240947;1,2864016;3,7619281;0,73359162;0,94601056;0,54393563;5,3906661;813572;2012
Connecticut;14,389657;0;14,389657;3,7135565;1,0764141;2,6004792;0,87505968;0,888106;0,47412678;4,7619151;233337,8;2012
Maine;20,66227;0;20,66227;4,3762685;1,4930604;5,6909123;0,95430735;1,6724509;0,46702748;6,0082427;53490;2012
Massachusetts;16,984531;0,00274548;16,981786;3,7891471;1,2629417;4,2529014;0,70738626;0,74134903;0,56714521;5,6609152;382009,4;2012
New Hampshire;14,381137;0;14,381137;4,0859456;1,3737827;2,2139206;0,22954502;1,1301563;0,51888676;4,8288997;67528,8;2012
Rhode Island;19,199048;0,03799813;19,16105;4,5237235;1,3826139;4,6197299;0,56719791;0,97731626;0,73767422;6,3527944;48810,3;2012
Vermont;22,466123;0;22,466123;5,2022243;2,565075;5,2740485;0,99257986;2,3150019;0,67676092;5,4404329;28395,7;2012
Mideast;19,74381;0,03530775;19,708503;4,7184984;1,4454797;4,0887364;1,5301041;1,0852766;0,74746385;6,0929438;2534851,3;2012
Delaware;21,870669;0,00183448;21,868835;4,5591719;2,8232701;4,5399123;1,3141572;1,374001;0,76813656;6,4901855;40338,4;2012
District of Columbia;24,788896;0;24,788896;5,0686809;0,39257465;6,5949976;1,55289;1,2103374;1,2981885;8,6712268;43426,9;2012
Maryland;16,388225;0;16,388225;3,7979916;1,8966075;3,1968639;0,70910244;0,88196811;0,6735964;5,2320953;315230,9;2012
New Jersey;16,971749;0,00386444;16,967885;4,8692268;1,2250619;2,8798575;1,0379163;0,92177268;0,69216148;5,3418879;491662;2012
New York;22,625949;0,06911554;22,556833;5,2497995;1,335505;4,8214739;2,1073115;0,97231646;0,87861361;7,1918132;1056671,2;2012
Pennsylvania;18,161473;0,02466887;18,136805;4,1157528;1,5689051;4,04483;1,3575114;1,5052809;0,55537402;4,9891504;587521,9;2012
Great Lakes;18,595859;0,0034706;18,592388;4,3177027;2,0744333;3,6226892;1,4388642;1,1575987;0,67008976;5,3110101;1952368,6;2012
Illinois;17,635459;0,00175798;17,633701;4,1882366;1,4953109;3,1682438;0,78917168;1,2114394;0,7727815;6,0085173;593239,1;2012
Indiana;17,85017;0,01096794;17,839202;3,815937;2,3414068;3,3962757;1,7014064;1,0789611;0,44570999;5,0595047;257149,5;2012
Michigan;19,118903;0,00405025;19,114853;4,4188948;2,7442251;3,4024706;2,0988335;0,85057651;0,60543464;4,9944178;386568,4;2012
Ohio;19,508508;0,00287026;19,505638;4,7787069;1,8727739;4,3573983;1,6030225;1,1320468;0,68785204;5,0738374;469260,8;2012
Wisconsin;19,128202;0;19,128202;4,1161365;2,5238179;3,8996591;1,3809892;1,6408665;0,72467772;4,8420554;246150,8;2012
Plains;18,376262;0,01358265;18,362679;3,9959888;1,9841042;3,5800929;1,805291;1,5323024;0,58822957;4,8766703;924061,5;2012
Iowa;20,799731;0;20,799731;4,4736128;2,638118;3,5138979;2,7604691;1,7975091;0,51993648;5,0961873;131984,2;2012
Kansas;17,231945;0,00068519;17,231259;3,9088791;2,3678135;2,3505423;2,2381381;1,3629019;0,56626415;4,4367201;130182;2012
Minnesota;18,696867;0;18,696867;3,9207783;1,7065693;4,9360655;1,1979545;1,4096698;0,63450136;4,8913278;257319,7;2012
Missouri;18,091531;0,03360444;18,057927;3,9309104;1,6132195;3,5152437;2,1577696;1,1951132;0,67196594;4,9737044;241762,7;2012
Nebraska;17,142202;0,05026671;17,091935;4,3722809;2,2035745;2,565448;1,5757802;1,4135169;0,50106555;4,4602688;86293,7;2012
North Dakota;18,268321;0;18,268321;3,3698192;2,4086923;2,5676792;0,51936706;3,4261396;0,3941554;5,5824683;38859,8;2012
South Dakota;16,414879;0;16,414879;3,33876;1,7018752;2,5832993;0,70124325;2,5089964;0,44976553;5,1309394;37659,4;2012
Southeast;18,424456;0,00005254;18,424403;3,8529741;1,8587644;3,3991662;2,069216;1,114309;0,70222014;5,4277533;3157295,1;2012
Alabama;21,918423;0;21,918423;4,1809818;2,6625259;4,4708731;3,1463964;1,3114799;0,65370845;5,4924571;172804,1;2012
Arkansas;19,639662;0,00011123;19,639551;4,6595878;2,4702887;4,7485089;1,1970805;1,3669403;0,55850323;4,6386418;106984,7;2012
Florida;16,953497;0;16,953497;3,1181928;1,2099131;2,8869508;1,6669307;1,002814;0,9223275;6,1463684;793428,8;2012
Georgia;17,51681;0;17,51681;4,6405227;1,700937;2,7419053;1,8394014;0,825947;0,64144121;5,1266558;368868,1;2012
Kentucky;21,092788;0;21,092788;4,4193401;2,3915395;4,5776139;1,6912642;1,5155292;0,48798872;6,0095124;156827,6;2012
Louisiana;22,178994;0;22,178994;4,4361303;1,6610429;3,4395389;2,6979191;1,487838;0,79411799;7,6624069;186589,4;2012
Mississippi;24,301218;0;24,301218;4,3791495;2,6897543;5,114406;3,893411;1,7472813;0,66600159;5,8112146;99386,4;2012
North Carolina;18,620196;0;18,620196;3,4824743;2,5125942;3,4956848;2,751773;1,050486;0,71414986;4,6130339;379925,3;2012
South Carolina;20,47044;0;20,47044;4,4707305;2,0806556;3,4970497;3,7762488;0,93315693;0,63243433;5,0801639;167797,5;2012
Tennessee;16,879474;0;16,879474;3,56096;1,4978907;4,0767484;1,6604615;0,94496499;0,64223654;4,4962121;253613,1;2012
Virginia;15,428036;0,00037944;15,427656;3,7104672;1,8506324;2,483703;1,3089693;1,0627055;0,51332011;4,4978588;405863,9;2012
West Virginia;22,339955;0;22,339955;4,9049078;2,6048765;4,9801859;1,1222092;1,9844754;0,55876895;6,1845315;65206,2;2012
Southwest;16,794513;0,0035357;16,790977;3,8514235;2,1485684;3,0762441;1,6417982;1,0602366;0,6298189;4,3828873;1602000,5;2012
Arizona;17,494251;0;17,494251;3,3349002;2,0125394;3,4295004;1,5560075;0,98468964;0,87034492;5,3062693;236846,1;2012
New Mexico;24,206839;0;24,206839;4,7524162;3,1744017;5,3992537;2,2458178;1,3851289;0,86637686;6,3834435;74578,4;2012
Oklahoma;16,880516;0,03576925;16,844746;3,4633678;2,1489701;3,844982;1,3568652;1,4433645;0,53764764;4,0495491;158353,9;2012
Texas;16,147865;0;16,147865;3,9543998;2,1093971;2,7418165;1,6598093;1,001055;0,57681333;4,1045741;1132222,1;2012
Rocky Mountain;18,743265;0,00397846;18,739286;3,7048029;2,2947404;2,7980129;1,7117211;1,5584706;0,66806394;6,0034743;467719;2012
Colorado;16,770635;0,00136416;16,769271;3,3688979;1,9439461;2,3420034;1,5713445;1,050052;0,65676653;5,8362606;237141,5;2012
Idaho;18,76476;0;18,76476;3,3008668;1,8378851;4,0029391;1,5821823;1,5562186;0,70474957;5,7799191;56139,8;2012
Montana;19,20613;0;19,20613;3,9979294;1,9470609;3,2803365;1,2173606;2,333629;0,71425959;5,7155543;40471;2012
Utah;20,839733;0;20,839733;4,0875005;3,4791729;3,0708675;1,5033301;2,1085118;0,65032981;5,9400207;103120,6;2012
Wyoming;26,253575;0,04983774;26,203737;5,3583921;2,3196125;2,565809;4,3719627;2,6153809;0,68682589;8,2857541;30846,1;2012
Far West [2];18,98197;0,11314637;18,868823;3,5380367;1,9171697;3,0951029;2,0618607;1,0679445;0,77188051;6,4168283;2444889,7;2012
California;18,992711;0,14902304;18,843687;3,5026538;1,9373898;3,1916288;2,0355887;0,98300959;0,80375454;6,3896621;1852397,5;2012
Nevada;16,826113;0,00163381;16,824479;3,562917;1,0966027;1,913463;1,2639152;1,5406188;1,000294;6,4466681;108825,1;2012
Oregon;23,135494;0;23,135494;3,8763261;2,5339874;3,9222918;2,6390607;1,3092841;0,73913159;8,115412;154408,5;2012
Washington;17,686258;0,00122305;17,685035;3,5702326;1,7853605;2,554685;2,202717;1,2763809;0,53242193;5,7632369;329258,6;2012
Alaska;32,184446;0;32,184446;5,8228378;2,2842361;4,9770917;1,5777856;3,2520399;0,87431707;13,396138;39169,2;2012
Hawaii;20,025764;0,00059242;20,025171;2,9982292;2,4124654;3,3380545;1,7123714;1,1068834;0,61754934;7,839618;62455,9;2012
United States ;0,19404522;0,00032263;0,1937226;0,04245314;0,01899961;0,03684773;0,01749982;0,01155761;0,00726719;0,05909749;13315478;2011
New England;16,850464;0,03070191;16,819762;3,8869455;1,3086626;3,7496197;0,8606839;0,85737091;0,55003445;5,6064451;786208,391;2011
Connecticut;14,457601;0;14,457601;3,6689878;1,1506512;2,6890927;0,9880037;0,67698599;0,46929838;4,8145816;228929,406;2011
Maine;21,447361;0,01017465;21,437186;4,6194655;1,5161853;5,5807431;1,1732304;1,7475623;0,47159721;6,3284026;52424,398;2011
Massachusetts;17,069838;0,05881485;17,011023;3,6356128;1,2759675;3,966779;0,89440148;0,70059118;0,57951644;5,9581547;365742,688;2011
New Hampshire;15,886366;0;15,886366;4,2861262;1,3046399;3,2401761;0,26474655;1,1849444;0,54521542;5,0605175;64589,699;2011
Rhode Island;19,686309;0,04448127;19,641828;4,6777147;1,3084369;4,9557588;0,51548006;0,73707906;0,75924958;6,6881084;47067;2011
Vermont;22,50946;0;22,50946;5,3590178;2,6753476;5,334068;0,74685672;2,1858119;0,63294023;5,5754176;27455,199;2011
Mideast;20,375097;0,03597254;20,339125;4,9176162;1,4630962;4,2985738;1,5229928;1,1757349;0,76717331;6,1939377;2429372,184;2011
Delaware;21,601281;0,00269425;21,598586;4,3527654;2,6850969;4,4069692;1,1407084;1,4858407;0,73531093;6,7918949;39825,602;2011
District of Columbia;25,554298;0;25,554298;5,2041601;0,40127505;6,7815359;1,4874851;1,2841697;1,4144109;8,9812616;41786,301;2011
Maryland;16,323748;0;16,323748;3,9280338;1,8140099;3,1035151;0,68927063;0,96680741;0,71323793;5,1088735;306179,594;2011
New Jersey;17,222301;0,00400831;17,218293;4,9428424;1,2029744;3,0337453;0,85865884;0,92531468;0,70281457;5,5519429;474015,5;2011
New York;23,544083;0,07191049;23,472172;5,519232;1,4132102;5,0205845;2,2011948;1,1044269;0,90229564;7,3112281;1004130,313;2011
Pennsylvania;19,110687;0,02338496;19,087303;4,3806483;1,572521;4,5335387;1,3559436;1,5970678;0,56406874;5,0835144;563434,875;2011
Great Lakes;19,481464;0,00338695;19,478077;4,5311122;2,0797644;3,7208039;1,539415;1,1810288;0,70961973;5,7163328;1869911,094;2011
Illinois;18,202868;0,000001232;18,202867;4,3183409;1,5296062;3,0806206;1,0176683;1,2594483;0,81401612;6,1831668;567967,5;2011
Indiana;18,712264;0,01229568;18,699969;3,9690689;2,2509627;3,4577433;1,7751485;1,1014414;0,52806643;5,6175373;245346,406;2011
Michigan;19,904216;0,00476939;19,899447;4,7242194;2,7570224;3,5726841;2,0673359;0,93624085;0,63651394;5,2054301;370676,094;2011
Ohio;20,682895;0,00343229;20,679462;4,8977314;1,9047015;4,4830376;1,7717391;1,1122884;0,70910429;5,8008602;451011,094;2011
Wisconsin;20,402488;0;20,402488;4,6239683;2,4985675;4,3136814;1,2756132;1,5927883;0,76317526;5,3346941;234910;2011
Plains;18,938328;0,01587236;18,922456;4,1832417;2,03108;3,6754878;1,7885325;1,57222;0,62177937;5,0501144;874230,199;2011
Iowa;21,069726;0;21,069726;4,579394;2,7661215;3,8446574;2,5550416;1,6786617;0,51460292;5,1312467;125560,5;2011
Kansas;18,733649;0,00387804;18,729771;4,2902792;2,3211648;2,9099639;2,1816338;1,4326863;0,59909026;4,9949528;122562;2011
Minnesota;19,491735;0;19,491735;4,1194022;1,8171963;4,8997791;1,2543991;1,5118221;0,68167504;5,2074615;242440,297;2011
Missouri;18,097045;0,03770087;18,059345;4,1043997;1,5696444;3,3612433;2,1104606;1,3771267;0,72273625;4,8137336;230429,703;2011
Nebraska;17,333734;0,05637121;17,277362;4,281856;2,2234792;2,6065652;1,6417377;1,3726654;0,49733176;4,6537273;83613,602;2011
North Dakota;19,704652;0;19,704652;3,7516864;2,6891389;2,9248409;0,5801528;2,9671829;0,48307292;6,3085774;32882,199;2011
South Dakota;16,927607;0;16,927607;3,5499037;1,8299844;2,6476748;0,7787676;2,5016998;0,44268807;5,1768882;36741,898;2011
Southeast;19,126265;0,00028849;19,125976;4,0725298;1,9004322;3,456795;2,1907365;1,1344059;0,72211037;5,6489665;3020197,309;2011
Alabama;21,173548;0;21,173548;4,4981953;2,9566811;3,5318859;3,4404316;1,3032688;0,69103113;4,7520544;167942,797;2011
Arkansas;20,85755;0,00002209;20,857528;5,3849877;2,426376;4,52043;1,3530267;1,3869862;0,55798195;5,2277389;99571,5;2011
Florida;17,914768;0;17,914768;3,4400862;1,2505257;3,0780263;1,7396108;1,0710955;0,9612459;6,3741776;764633,688;2011
Georgia;17,990311;0;17,990311;4,7082912;1,750645;2,8224387;2,0012496;0,80985229;0,64585823;5,251976;358538,594;2011
Kentucky;21,347197;0,00010245;21,347095;4,4644449;2,4947325;4,7802449;1,7526845;1,4762455;0,45895204;5,9197902;151299,906;2011
Louisiana;24,294215;0;24,294215;4,6151919;1,7719016;3,6232848;3,1224613;1,700758;0,86120956;8,5994077;177105,094;2011
Mississippi;24,922217;0;24,922217;4,4635387;2,7046532;5,4081267;3,9214511;1,7659506;0,68977358;5,9687227;95795,203;2011
North Carolina;19,017633;0;19,017633;3,6991267;2,6164528;3,2090342;2,9031905;1,078567;0,67122503;4,8400369;355052,313;2011
South Carolina;22,205662;0;22,205662;4,7683804;2,1095086;4,1625485;3,8474853;0,96763622;0,66993176;5,6801711;159187,406;2011
Tennessee;17,510786;0,00330761;17,507478;3,7285928;1,3809425;4,1781406;1,8129784;0,98295513;0,70860015;4,7152685;240717,703;2011
Virginia;15,805624;0,00014832;15,805476;3,7927149;1,8384517;2,6276164;1,3242388;0,93572156;0,52567661;4,7610561;387003,906;2011
West Virginia;22,80814;0;22,80814;5,2327386;2,5037822;5,1105697;1,1089248;2,0572888;0,56385401;6,2309817;63349,199;2011
Southwest;18,158881;0,0038603;18,155021;4,2606602;2,299496;3,3151141;1,591303;1,1319425;0,69036968;4,8661352;1504832,594;2011
Arizona;18,877971;0;18,877971;3,5633797;2,0241464;4,0666525;1,2967915;1,0957165;0,93511418;5,8961706;226365,297;2011
New Mexico;26,142184;0;26,142184;4,9790706;3,2857927;6,0839823;2,2887108;1,62873;0,88626252;6,9896351;72820,297;2011
Oklahoma;17,501356;0,03928;17,462076;3,6579074;2,2711011;3,6742757;1,361288;1,635966;0,61353849;4,2479994;147889,5;2011
Texas;17,547321;0;17,547321;4,4446967;2,2944916;2,9134453;1,6384769;1,0350246;0,63524919;4,5859364;1057757,5;2011
Rocky Mountain;19,608244;0,00561589;19,602628;3,9712523;2,3687681;2,7753998;1,8118763;1,5655375;0,71771052;6,392084;438915,4;2011
Colorado;17,729461;0,00122517;17,728236;3,6680253;2,0275985;2,2099405;1,691597;1,0864056;0,72525959;6,3194092;223153,203;2011
Idaho;19,669464;0,000003768;19,66946;3,5766785;2,0377675;4,1637014;1,9533349;1,888129;0,72821977;5,3216288;53082,602;2011
Montana;21,341612;0,00053049;21,341082;4,2581538;2,0933802;3,71097;1,0644025;2,3582622;0,70293113;7,1529821;38077,699;2011
Utah;21,183025;0;21,183025;4,2438417;3,4371944;2,9749963;1,5759305;1,919192;0,6842859;6,3475839;96245,297;2011
Wyoming;26,606226;0,07656419;26,529662;5,7856831;2,416679;2,6926959;4,2981564;2,4673762;0,7719226;8,0971486;28356,6;2011
Far West [2];20,254391;0,12584178;20,128549;3,7064825;2,0051211;3,6859787;1,9545075;0,97424115;0,82996444;6,9722541;2293938,508;2011
California;20,480411;0,16573944;20,314672;3,6578582;1,994479;3,8936756;1,9208443;0,85448589;0,87307306;7,1202558;1737940;2011
Nevada;17,909547;0,00128132;17,908265;3,8366648;1,2272494;2,243263;1,2796851;1,3430848;1,0878634;6,8904546;104579,398;2011
Oregon;21,676946;0;21,676946;4,1106907;2,8161708;3,8834709;2,0788685;1,3826918;0,75233383;6,6527197;146432,203;2011
Washington;19,087474;0,00162007;19,085853;3,7448539;1,9430883;2,90232;2,3180202;1,334072;0,53315338;6,3103457;304986,906;2011
Alaska;33,528079;0;33,528079;6,4779737;2,1272371;4,909688;1,6502836;4,4485483;0,86180003;13,052548;37827,801;2011
Hawaii;20,328285;0,00058956;20,327696;3,2287515;2,184636;3,5757286;2,1780859;0,94037929;0,64308862;7,5770259;60044,602;2011
United States ;0,2026975;0,00034597;0,20235153;0,04573761;0,01941597;0,03637376;0,01812192;0,01243123;0,00763608;0,06263497;12541995;2010
New England;17,007986;0,0395832;16,968403;4,0254082;1,2509549;3,6843889;0,85228262;0,87500603;0,54847867;5,731884;754552,4;2010
Connecticut;14,425655;0,02774987;14,397905;3,8546707;1,0860758;2,5171123;0,97045838;0,71745623;0,4701653;4,7819659;222631,7;2010
Maine;21,900783;0,01174443;21,889039;4,7692941;1,4879233;5,8275546;1,2783502;1,6651205;0,50603539;6,3547607;50253,6;2010
Massachusetts;17,289533;0,05990461;17,229628;3,7640148;1,1906613;3,8901432;0,86261509;0,7284048;0,56012403;6,2336653;348418,9;2010
New Hampshire;15,977607;0;15,977607;4,207674;1,2962461;3,2900638;0,27967958;1,2151628;0,57603324;5,1127478;62306,3;2010
Rhode Island;20,130285;0,04927272;20,081012;4,8390293;1,338263;5,0006046;0,5777636;0,72202291;0,81385368;6,7894753;45154,8;2010
Vermont;22,985566;0,00010083;22,985466;5,7164784;2,7649639;5,453405;0,72630889;2,1222239;0,61869695;5,5833886;25787,1;2010
Mideast;21,24207;0,0369665;21,205103;5,2591196;1,4609677;4,3801146;1,5615606;1,197295;0,78724667;6,5587992;2304343,2;2010
Delaware;22,894162;0,00297762;22,891185;4,5575255;2,7973286;4,4942327;1,2773461;1,8436764;0,7734232;7,1476522;36707,2;2010
District of Columbia;27,991663;0;27,991663;5,7746346;0,4049473;6,9568338;1,6090892;1,4605947;1,477168;10,308395;38513,9;2010
Maryland;17,242071;0;17,242071;4,2051973;1,8559035;3,1254445;0,74634329;1,0787078;0,72114983;5,5093252;288606,6;2010
New Jersey;18,282795;0;18,282795;5,4657282;1,2245309;3,0934565;0,95749936;0,88616355;0,72582024;5,9295965;452322,6;2010
New York;24,341661;0,07357472;24,268086;5,8475789;1,3701104;5,1337537;2,2742018;1,1167144;0,91781966;7,607907;954364,5;2010
Pennsylvania;19,77013;0,02783123;19,742299;4,6128627;1,5945184;4,6075578;1,2562011;1,6056517;0,59276876;5,4727382;533828,4;2010
Great Lakes;20,378253;0,00406618;20,374187;4,8174201;2,157552;3,7506044;1,6246095;1,3100375;0,74917687;5,9647869;1763571,8;2010
Illinois;18,961394;0,000003145;18,96139;4,5330266;1,6005892;3,1441543;1,0612711;1,5206214;0,85242471;6,2493031;540463,8;2010
Indiana;19,893165;0,01381705;19,879348;4,4077288;2,373196;3,5651892;1,8678728;1,1893203;0,55823691;5,9178036;229477,3;2010
Michigan;21,181805;0,00860376;21,173201;5,1404699;2,8959502;3,7009332;2,1794918;1,0591901;0,68424597;5,5129203;348673,3;2010
Ohio;21,530308;0,00236065;21,527948;5,160002;1,9418022;4,3710633;1,8945592;1,1375614;0,76188177;6,261078;423062,1;2010
Wisconsin;20,871776;0;20,871776;4,7730159;2,5421872;4,3145605;1,3585493;1,644974;0,77296905;5,4655205;221895,3;2010
Plains;20,18989;0,01597693;20,173913;4,5309127;2,143418;3,8561344;1,8769386;1,7070823;0,66636278;5,393064;812921,9;2010
Iowa;22,056963;0;22,056963;4,838966;2,7863306;3,9536944;2,7634949;1,9818062;0,54043253;5,1922381;116353,1;2010
Kansas;20,261051;0,00081734;20,260233;4,9291921;2,4144102;2,996728;2,1575971;1,5201758;0,65034171;5,5917886;112682,3;2010
Minnesota;20,860209;0;20,860209;4,3970831;1,9392178;5,2081034;1,31569;1,6932952;0,74890212;5,5579175;225594,1;2010
Missouri;19,008522;0,04063404;18,967888;4,4240224;1,6736712;3,3571399;2,1830779;1,4371788;0,74712963;5,1456685;220546,6;2010
Nebraska;19,426796;0,05260519;19,374191;4,7340257;2,470275;3,1412178;1,8130177;1,6467275;0,54265497;5,0262718;74787,3;2010
North Dakota;20,684;0;20,684;4,0518437;2,9450659;3,0012362;0,67590725;2,8829492;0,50158594;6,6254118;29446,2;2010
South Dakota;17,999296;0;17,999296;3,6942048;2,0323016;2,9365904;0,81654795;2,3522677;0,49115101;5,6762323;33512,3;2010
Southeast;19,893553;0,00041797;19,893135;4,3483176;1,9191011;3,4874034;2,2671466;1,1925729;0,7508676;5,9277256;2866026,7;2010
Alabama;21,983884;0;21,983884;4,752472;2,9335902;3,7174485;3,5469393;1,3084725;0,71488681;5,010075;161965,5;2010
Arkansas;21,041175;0,00003222;21,041143;5,6082143;2,4760996;4,6149252;1,3590435;1,383874;0,58203585;5,01695;93103,2;2010
Florida;18,876913;0;18,876913;3,6567443;1,2574431;3,0559199;1,8087786;1,2106734;1,0220571;6,8652964;725801,1;2010
Georgia;19,055746;0;19,055746;5,2205041;1,6332341;2,8945652;2,0525263;1,0306306;0,67070274;5,5535826;335318;2010
Kentucky;22,057278;0,00014513;22,057132;4,5836148;2,5941954;4,9252909;1,8382423;1,5720773;0,48232543;6,0613864;144009,2;2010
Louisiana;25,293146;0;25,293146;4,7110459;1,8590706;3,7494534;3,2757371;1,6992431;0,84918426;9,149412;170476,9;2010
Mississippi;25,754174;0;25,754174;4,8223069;2,9058875;5,3616061;3,999665;1,8460904;0,69664079;6,1219774;91929,3;2010
North Carolina;19,431888;0;19,431888;4,0057782;2,601951;3,2820962;2,9395694;0,99130308;0,6839889;4,927201;340764,3;2010
South Carolina;23,400232;0;23,400232;5,2692351;2,1374759;4,1276974;3,93449;1,0750194;0,6885348;6,16778;150451,8;2010
Tennessee;17,943122;0,00409636;17,939026;3,8720791;1,4671984;4,1284183;1,9210343;0,98778469;0,73617403;4,8263369;227763,4;2010
Virginia;16,3208;0,00066139;16,320138;4,1122282;1,8737313;2,6151923;1,384524;0,87478378;0,54512909;4,9145497;364382,5;2010
West Virginia;22,863082;0;22,863082;5,3489257;2,5206597;5,0047734;1,1503292;2,061497;0,56733015;6,2095669;60061,5;2010
Southwest;19,589588;0,00440489;19,585184;4,8004286;2,4535749;3,3907461;1,6775399;1,1862297;0,73667791;5,3399864;1388502,2;2010
Arizona;20,005192;0;20,005192;3,875283;2,0500241;3,9538348;1,4604669;1,2298463;0,99684111;6,4388961;215012,4;2010
New Mexico;28,130659;0;28,130659;5,4118694;3,5184459;6,4870001;2,4329142;1,7816566;0,93813924;7,5606335;69262;2010
Oklahoma;19,227447;0,04453733;19,182909;4,3004438;2,7051836;3,9309679;1,3571615;1,6167556;0,62331871;4,6490783;137327,5;2010
Texas;18,936781;0;18,936781;5,0333687;2,431298;2,9670094;1,7172042;1,0727313;0,68049364;5,0346758;966900,3;2010
Rocky Mountain;20,828453;0,00715885;20,821294;4,366994;2,4601071;2,6932676;1,9615206;1,7498914;0,76073045;6,8287826;405707,7;2010
Colorado;18,881619;0,00148369;18,880135;4,1039914;2,1135253;2,0853918;1,8087882;1,2328861;0,77264122;6,7629115;204691,9;2010
Idaho;20,737142;0,0006222;20,736519;4,052588;2,1986519;3,6223614;2,2878302;1,9379633;0,7447736;5,8923511;50144,5;2010
Montana;22,74902;0,00054277;22,748477;4,5315427;2,2854363;3,7440506;1,0879347;2,6158861;0,72444049;7,7591863;35558,2;2010
Utah;22,096855;0;22,096855;4,4666185;3,4368825;3,0815269;1,7193808;2,1414266;0,7252121;6,5258075;89346;2010
Wyoming;29,356982;0,09820889;29,258774;6,4792102;2,5753704;2,9160476;4,56473;2,9291026;0,86955802;8,9247548;25967,1;2010
Far West [2];20,86136;0,13390923;20,727451;4,0282076;2,0457422;3,1666499;1,9936602;1,1376504;0,89652708;7,4590134;2154104,7;2010
California;21,012354;0,17680846;20,835546;4,0124198;2,0438821;3,2090236;1,9650296;1,019312;0,95124186;7,6346368;1627839;2010
Nevada;18,739347;0,00151672;18,737831;3,9526012;1,2962634;2,1692601;1,307338;1,4363116;1,1205531;7,4555033;101205,2;2010
Oregon;22,509929;0;22,509929;4,4052268;2,8139273;3,6638726;2,0565409;1,5438457;0,80673427;7,2197816;138328,2;2010
Washington;19,957802;0,00169252;19,95611;3,9626394;1,9502435;3,03825;2,368111;1,5081056;0,55014625;6,5786143;286732,3;2010
Alaska;35,996394;0;35,996394;6,8985579;2,0674831;5,0343515;1,6227956;4,9327644;0,93997651;14,500465;35162,9;2010
